#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
PNFGHFNJ_05111	1	225	18	225	100	9.16444	36	57.8
PNFGHFNJ_05112	1	588	66	588	100	8.35034	36.5	51.2
PNFGHFNJ_05113	1	336	22	336	100	8.18155	37.4	58
PNFGHFNJ_05114	1	783	100	783	100	8.71264	36	52.3
PNFGHFNJ_05115	1	174	24	174	100	6.32184	36.8	51.8
PNFGHFNJ_05116	1	180	10	180	100	3.57778	34.7	49.8
PNFGHFNJ_05117	1	171	27	171	100	11.8129	37.5	60
PNFGHFNJ_05118	1	528	46	528	100	11.1439	37.2	59.1
PNFGHFNJ_05119	1	273	32	273	100	9.15018	37.1	55.6
PNFGHFNJ_05120	1	231	16	231	100	6.87013	37.1	58.8
PNFGHFNJ_05121	1	495	56	495	100	11.1232	36.4	50.6
PNFGHFNJ_05122	1	858	98	858	100	7.54779	36.4	48.3
PNFGHFNJ_05123	1	669	54	669	100	6.40957	36.6	55.7
PNFGHFNJ_05124	1	585	71	585	100	11.2034	36.2	52.8
PNFGHFNJ_05125	1	354	56	354	100	12.9096	37.9	55.1
PNFGHFNJ_05126	1	159	12	159	100	7.92453	35.9	60
PNFGHFNJ_05127	1	537	42	537	100	7.50652	36.6	57.7
PNFGHFNJ_05128	1	387	28	339	87.5969	6.39793	36.5	55.7
PNFGHFNJ_05129	1	522	30	494	94.636	5.20307	37.1	49.9
PNFGHFNJ_05130	1	582	38	582	100	6.6701	37.4	58.9
PNFGHFNJ_05131	1	474	59	474	100	9.88819	36.7	54.5
PNFGHFNJ_05132	1	678	80	678	100	11.8009	36.4	52.9
PNFGHFNJ_05133	1	255	38	255	100	12.1333	36.5	59.6
PNFGHFNJ_05134	1	186	12	186	100	8.08602	36.6	53.3
PNFGHFNJ_05135	1	198	26	198	100	7.57576	36	60
PNFGHFNJ_05136	1	468	46	468	100	8.7906	36.1	56.2
PNFGHFNJ_05137	1	363	30	363	100	9.15152	38.3	59.1
PNFGHFNJ_05138	1	180	18	180	100	10.1778	36	56.9
PNFGHFNJ_05139	1	540	68	540	100	10.063	36.9	56.1
PNFGHFNJ_05140	1	189	25	189	100	8.7037	36.9	45.5
PNFGHFNJ_05141	1	501	37	501	100	6.96607	36.2	58.9
PNFGHFNJ_05142	1	270	33	270	100	6.64074	35.5	41.5
PNFGHFNJ_05143	1	840	110	840	100	7.23452	36.2	44.5
PNFGHFNJ_05144	1	447	48	447	100	8.72707	35.8	50.5
PNFGHFNJ_05145	1	132	14	132	100	11.7803	36.3	58.6
PNFGHFNJ_05146	1	255	36	255	100	11.9216	36.1	53.8
PNFGHFNJ_05147	1	624	58	624	100	8	36.1	53.6
PNFGHFNJ_05148	1	285	26	285	100	9.73333	35.1	53
PNFGHFNJ_05149	1	96	19	96	100	7.85417	36.2	42.4
PNFGHFNJ_05150	1	627	31	627	100	6.04785	37.6	60
PNFGHFNJ_05151	1	459	45	459	100	5.4793	36.5	45
PNFGHFNJ_05152	1	243	14	243	100	5.57202	35.9	57.7
PNFGHFNJ_05153	1	513	36	513	100	8.84211	37.3	58.9
PNFGHFNJ_05154	1	615	72	615	100	8.66667	35.2	47.1
PNFGHFNJ_05155	1	351	29	351	100	5.22792	36.2	32.2
PNFGHFNJ_05156	1	645	79	619	95.969	8.05581	35.7	43.3
PNFGHFNJ_05157	1	276	18	276	100	5.76812	38.1	60
PNFGHFNJ_05158	1	534	44	534	100	8.40824	37.6	60
PNFGHFNJ_05159	1	402	36	402	100	7.93284	37.4	50
PNFGHFNJ_05160	1	837	30	837	100	4.3871	38	60
PNFGHFNJ_05161	1	285	24	285	100	7.8807	37	56.7
PNFGHFNJ_05162	1	219	22	219	100	6.25571	36.9	60
PNFGHFNJ_05163	1	255	13	255	100	6.58431	37.2	60
PNFGHFNJ_05164	1	168	29	168	100	10.619	36.9	54.5
PNFGHFNJ_05165	1	531	38	531	100	6.28814	36.4	50.6
PNFGHFNJ_05166	1	516	24	516	100	5.94574	37.6	58.3
PNFGHFNJ_05167	1	717	40	717	100	6.5523	36.8	57.3
PNFGHFNJ_05168	1	219	12	219	100	4.18265	37	60
PNFGHFNJ_05169	1	147	22	147	100	11.1633	36.5	51.8
PNFGHFNJ_05170	1	543	30	543	100	5.75875	36.9	58
PNFGHFNJ_05171	1	408	22	408	100	4.93137	36.6	58.2
PNFGHFNJ_05172	1	225	22	225	100	6.44444	36.4	58
PNFGHFNJ_05173	1	258	32	258	100	10.7752	36.7	53.8
PNFGHFNJ_05174	1	174	40	174	100	13.908	36.6	50.6
PNFGHFNJ_05175	1	195	30	195	100	12.8	36.4	48.7
PNFGHFNJ_05176	1	618	92	618	100	9.11327	37.1	51.7
PNFGHFNJ_05177	1	129	10	129	100	8.82171	35.9	60
PNFGHFNJ_05178	1	174	36	174	100	13.7241	36.7	55.7
PNFGHFNJ_05179	1	192	29	192	100	8.77083	37.2	46.4
PNFGHFNJ_05180	1	117	19	117	100	9.99145	35.7	57.9
PNFGHFNJ_05181	1	294	46	294	100	12.0306	37.3	57
PNFGHFNJ_05182	1	603	48	603	100	9.10614	37.5	54
PNFGHFNJ_05183	1	633	106	633	100	9.75671	36	44.5
PNFGHFNJ_05184	1	177	18	177	100	5.38983	37.4	60
PNFGHFNJ_05185	1	132	17	132	100	10.0152	36.1	49.6
PNFGHFNJ_05186	1	528	35	528	100	6.75758	36.8	55.1
PNFGHFNJ_05187	1	186	37	186	100	10.0376	36.4	39.8
PNFGHFNJ_05188	1	522	36	522	100	7.7318	37.4	59.4
PNFGHFNJ_05189	1	357	34	357	100	5.52661	36.5	47.7
PNFGHFNJ_05190	1	630	40	630	100	6.82857	37.8	60
PNFGHFNJ_05191	1	480	64	480	100	8.88958	35.6	51.8
PNFGHFNJ_05192	1	267	34	267	100	9.66292	36.7	56
PNFGHFNJ_05193	1	276	26	276	100	9.0942	35.9	56.4
PNFGHFNJ_05194	1	210	24	210	100	7.82857	35.3	60
PNFGHFNJ_05195	1	456	44	456	100	8.51974	36.4	53.8
PNFGHFNJ_05196	1	129	6	129	100	4.29457	36.3	42
PNFGHFNJ_05197	1	513	26	513	100	4.23002	37	52.9
PNFGHFNJ_05198	1	240	24	240	100	7.84583	37.4	55
PNFGHFNJ_05199	1	624	44	624	100	8.98718	36.6	56
PNFGHFNJ_05200	1	366	36	366	100	6.64481	36.7	58.1
PNFGHFNJ_05201	1	342	20	342	100	8.56433	36.9	54.7
PNFGHFNJ_05202	1	465	23	465	100	4.62366	36.4	56.5
PNFGHFNJ_05203	1	387	29	387	100	7.49871	35.5	54.5
PNFGHFNJ_05204	1	621	33	621	100	6.67794	36.6	60
PNFGHFNJ_05205	1	627	59	627	100	9.73046	36.1	51.5
PNFGHFNJ_05206	1	312	39	312	100	7.09295	36	53.1
PNFGHFNJ_05207	1	423	20	423	100	5.82506	36.9	58.8
PNFGHFNJ_05208	1	168	18	168	100	4.95833	36	51.8
PNFGHFNJ_05209	1	165	12	165	100	7.13333	36.1	48.7
PNFGHFNJ_05210	1	435	30	435	100	4.63908	37.9	59.1
PNFGHFNJ_05211	1	534	44	534	100	9.18352	36.8	56.4
PNFGHFNJ_05212	1	378	48	378	100	9.54497	36.4	50.4
PNFGHFNJ_05213	1	705	70	705	100	7.76596	36.5	50.5
PNFGHFNJ_05214	1	444	26	444	100	6.33333	36.5	56.3
PNFGHFNJ_05215	1	207	26	207	100	6.00966	36.9	53.8
PNFGHFNJ_05216	1	162	21	162	100	10.4321	37.2	55.1
PNFGHFNJ_05217	1	741	92	741	100	8.01484	36.3	47.2
PNFGHFNJ_05218	1	591	84	591	100	11.3553	36.6	53.5
PNFGHFNJ_05219	1	525	32	525	100	5.35238	38.2	60
PNFGHFNJ_05220	1	183	12	183	100	4.24044	37.5	53.3
PNFGHFNJ_05221	1	381	44	381	100	14.1942	37.4	60
PNFGHFNJ_05222	1	381	34	381	100	8.7664	36.9	55.5
PNFGHFNJ_05223	1	759	93	759	100	8.0975	35.7	42.2
PNFGHFNJ_05224	1	444	30	412	92.7928	7.9955	37.5	48
PNFGHFNJ_05225	1	564	28	496	87.9433	4.28014	35.8	54.6
PNFGHFNJ_05226	1	231	22	231	100	5.42857	36.1	53.7
PNFGHFNJ_05227	1	354	57	354	100	16.7542	37	53.4
PNFGHFNJ_05228	1	351	28	351	100	6.17094	37.5	57.8
PNFGHFNJ_05229	1	240	24	240	100	8.80833	34.8	51.3
PNFGHFNJ_05230	1	261	14	261	100	5.08429	36.6	45.7
PNFGHFNJ_05231	1	486	28	486	100	4.2716	35.2	52.2
PNFGHFNJ_05232	1	282	14	282	100	5.20567	37.4	56.1
PNFGHFNJ_05233	1	426	26	426	100	5.19249	36.4	58.4
PNFGHFNJ_05234	1	381	19	381	100	4.78215	37.7	53.7
PNFGHFNJ_05235	1	462	7	462	100	2.12338	36.8	55.1
PNFGHFNJ_05236	1	315	24	162	51.4286	1.77143	36.3	59.2
PNFGHFNJ_05237	1	138	12	138	100	12.4348	37	56.7
PNFGHFNJ_05238	1	105	8	105	100	5.88571	37.4	55
PNFGHFNJ_05239	1	660	40	660	100	5.06061	36.7	54.5
PNFGHFNJ_05240	1	270	33	270	100	8.57778	36.6	55.9
PNFGHFNJ_05241	1	222	26	222	100	7.92793	36.9	50.6
PNFGHFNJ_05242	1	93	8	93	100	6.23656	37.4	54.8
PNFGHFNJ_05243	1	294	34	294	100	5.86395	37.2	42.6
PNFGHFNJ_05244	1	171	6	171	100	2.90058	38.3	60
PNFGHFNJ_05245	1	348	10	348	100	3.83908	37.2	60
PNFGHFNJ_05246	1	312	18	312	100	5.46154	37.5	60
PNFGHFNJ_05247	1	372	46	372	100	10.6532	36.3	55
PNFGHFNJ_05248	1	384	36	384	100	9.63542	37.2	57.9
PNFGHFNJ_05249	1	282	16	282	100	3.73759	35.9	57.2
PNFGHFNJ_05250	1	129	24	129	100	15.3333	36.1	58.8
PNFGHFNJ_05251	1	201	48	201	100	12.6915	36.2	47.1
PNFGHFNJ_05252	1	75	25	75	100	19.6667	37.4	48.4
PNFGHFNJ_05253	1	76	10	76	100	4.25	38	54.4
PNFGHFNJ_05254	1	74	2	74	100	2	38.5	30
PNFGHFNJ_05255	1	816	64	816	100	7.03799	36.7	53.9
PNFGHFNJ_05256	1	183	28	183	100	12.9672	37.9	60
PNFGHFNJ_05257	1	267	18	267	100	8.33708	37.3	60
PNFGHFNJ_05258	1	114	8	114	100	5.26316	37.9	57.5
PNFGHFNJ_05259	1	189	10	189	100	4.82011	36.4	58
PNFGHFNJ_05260	1	378	24	378	100	6.19841	36.2	51.4
PNFGHFNJ_05261	1	138	16	138	100	4.04348	36.2	50.1
PNFGHFNJ_05262	1	225	14	225	100	6.88444	35.9	55.7
PNFGHFNJ_05263	1	309	12	309	100	3.02589	37.6	60
PNFGHFNJ_05264	1	486	28	486	100	6.09053	37.6	59
PNFGHFNJ_05265	1	528	39	528	100	5.41098	36.5	43.2
PNFGHFNJ_05266	1	156	4	126	80.7692	4.24359	38	60
PNFGHFNJ_05267	1	246	10	237	96.3415	3.56098	38.4	60
PNFGHFNJ_05268	1	327	16	327	100	7.49847	37.2	60
PNFGHFNJ_05269	1	111	16	111	100	5.47748	37	58.8
PNFGHFNJ_05270	1	246	19	246	100	8.76423	37.3	59.3
PNFGHFNJ_05271	1	738	76	738	100	7.95935	35.4	49
PNFGHFNJ_05272	1	408	44	408	100	9.97794	36.1	56.2
PNFGHFNJ_05273	1	285	28	285	100	5.87719	36.3	49.7
PNFGHFNJ_05274	1	345	26	345	100	6.2087	37.3	56.8
PNFGHFNJ_05275	1	492	52	492	100	8.81301	36.4	51.4
PNFGHFNJ_05276	1	381	30	381	100	6.10499	36	52.7
PNFGHFNJ_05277	1	294	22	294	100	5.98639	37.4	54.5
PNFGHFNJ_05278	1	516	32	516	100	5.21318	37.3	51.5
PNFGHFNJ_05279	1	234	29	234	100	3.62821	37.3	43
PNFGHFNJ_05280	1	76	44	76	100	23.9342	37.6	59.1
PNFGHFNJ_05281	1	76	68	76	100	58.9211	37.9	60
PNFGHFNJ_05282	1	75	2	75	100	16.5333	38.1	60
PNFGHFNJ_05283	1	76	12	76	100	2	38.7	58.3
PNFGHFNJ_05284	1	699	121	699	100	13.1187	35.9	48.9
PNFGHFNJ_05285	1	432	28	432	100	5.87963	36.4	55.6
PNFGHFNJ_05286	1	168	6	168	100	3.65476	36.5	56.7
PNFGHFNJ_05287	1	372	24	372	100	7.05645	36.8	55.8
PNFGHFNJ_05288	1	303	46	303	100	8.82838	36.3	54.6
PNFGHFNJ_05289	1	339	15	339	100	4.74631	36.7	41.7
PNFGHFNJ_05290	1	495	39	495	100	5.91717	36.7	55.2
PNFGHFNJ_05291	1	606	54	606	100	7.96535	36.3	54.8
PNFGHFNJ_05292	1	234	10	234	100	3.25641	37.6	60
PNFGHFNJ_05293	1	486	26	486	100	5.13169	35.6	59.4
PNFGHFNJ_05294	1	387	24	387	100	7.14212	37	57.2
PNFGHFNJ_05295	1	342	22	342	100	6.80409	36.7	58.6
PNFGHFNJ_05296	1	141	20	141	100	11.617	38	59.6
PNFGHFNJ_05297	1	219	32	219	100	8.86758	37.1	51.4
PNFGHFNJ_05298	1	123	12	123	100	6.27642	37.1	56.7
PNFGHFNJ_05299	1	675	65	675	100	7.73037	36.9	58.1
PNFGHFNJ_05300	1	189	33	189	100	14.1587	35.4	59.5
PNFGHFNJ_05301	1	603	58	603	100	10.0531	36.5	55.1
PNFGHFNJ_05302	1	783	105	783	100	8.84802	36.2	49
PNFGHFNJ_05303	1	489	21	468	95.7055	4.5726	35.7	47
PNFGHFNJ_05304	1	378	31	357	94.4444	7.69048	35.7	47.7
PNFGHFNJ_05305	1	417	43	417	100	8.44604	36.2	55.9
PNFGHFNJ_05306	1	294	33	294	100	9.46259	35.5	51
PNFGHFNJ_05307	1	357	11	357	100	4.90476	36.5	58.7
PNFGHFNJ_05308	1	456	38	456	100	6.85307	36.7	48.4
PNFGHFNJ_05309	1	453	27	453	100	6.02649	37.2	59.3
PNFGHFNJ_05310	1	648	15	648	100	2.74846	36.9	53.6
PNFGHFNJ_05311	1	186	24	186	100	11.4624	36.1	58.7
PNFGHFNJ_05312	1	714	28	714	100	4.17647	37.7	55.3
PNFGHFNJ_05313	1	174	20	174	100	10.3908	35.7	52.4
PNFGHFNJ_05314	1	762	105	762	100	10.2979	36.9	51.3
PNFGHFNJ_05315	1	729	73	729	100	7.90672	36	51.5
PNFGHFNJ_05316	1	591	95	591	100	9.64298	35.1	44.7
PNFGHFNJ_05317	1	201	20	201	100	5.05473	36.6	56.7
PNFGHFNJ_05318	1	351	14	351	100	4.46724	37.3	54.3
PNFGHFNJ_05319	1	348	20	348	100	3.95115	37.6	52
PNFGHFNJ_05320	1	414	19	414	100	4.55556	35.7	57.9
PNFGHFNJ_05321	1	540	73	540	100	9.42222	36.9	54.8
PNFGHFNJ_05322	1	165	12	165	100	7.83636	36.1	60
PNFGHFNJ_05323	1	537	58	537	100	8.51955	35.8	54.4
PNFGHFNJ_05324	1	213	15	213	100	6.07981	36.2	57.3
PNFGHFNJ_05325	1	537	55	537	100	9.06331	36.3	53.5
PNFGHFNJ_05326	1	183	7	183	100	2.92896	34.6	54.3
PNFGHFNJ_05327	1	300	20	300	100	5.50667	37.8	54.9
PNFGHFNJ_05328	1	276	16	276	100	7.32609	35.8	60
PNFGHFNJ_05329	1	75	19	75	100	13.7333	38.3	57.2
PNFGHFNJ_05330	1	77	22	77	100	12.2208	37.2	41.2
PNFGHFNJ_05331	1	222	10	222	100	5.55856	38	60
PNFGHFNJ_05332	1	177	10	177	100	5.01695	38.4	60
PNFGHFNJ_05333	1	414	26	414	100	7.73913	36.9	53.2
PNFGHFNJ_05334	1	291	28	291	100	5.64261	36.1	55.1
PNFGHFNJ_05335	1	321	18	321	100	7.38006	36.1	54.4
PNFGHFNJ_05336	1	225	12	225	100	5.77778	37.8	60
PNFGHFNJ_05337	1	654	40	654	100	6.87768	37.6	60
PNFGHFNJ_05338	1	483	61	483	100	9.03727	35.8	52.5
PNFGHFNJ_05339	1	282	23	282	100	7.91135	36.5	60
PNFGHFNJ_05340	1	351	32	351	100	9.28775	36.6	58
PNFGHFNJ_05341	1	195	18	195	100	8.82051	36.3	58.9
PNFGHFNJ_05342	1	525	48	525	100	7.74476	36	56.1
PNFGHFNJ_05343	1	186	19	186	100	9.10753	36.3	60
PNFGHFNJ_05344	1	315	16	315	100	4.87619	36.8	58.2
PNFGHFNJ_05345	1	135	23	135	100	8.43704	36.6	59.7
PNFGHFNJ_05346	1	561	28	561	100	6.76471	38	56.6
PNFGHFNJ_05347	1	561	38	561	100	7.58824	36.8	56.3
PNFGHFNJ_05348	1	297	34	297	100	5.94613	36	50.4
PNFGHFNJ_05349	1	132	16	132	100	8.52273	37.2	60
PNFGHFNJ_05350	1	477	36	477	100	6.55556	36.5	57.3
PNFGHFNJ_05351	1	387	30	387	100	5.4522	36.2	53.8
PNFGHFNJ_05352	1	129	10	129	100	5.1938	36.5	50
PNFGHFNJ_05353	1	141	26	141	100	9.31915	37.1	49.9
PNFGHFNJ_05354	1	126	8	126	100	3.19048	38.2	59.5
PNFGHFNJ_05355	1	657	54	657	100	7.76256	36.4	53.9
PNFGHFNJ_05356	1	465	38	465	100	10.2688	37.5	58
PNFGHFNJ_05357	1	180	13	180	100	4.25	37.2	58.7
PNFGHFNJ_05358	1	513	44	513	100	7.68811	36.5	53.2
PNFGHFNJ_05359	1	180	22	180	100	10.2444	37.4	54.5
PNFGHFNJ_05360	1	384	47	384	100	7.36198	35.9	52.7
PNFGHFNJ_05361	1	570	62	570	100	9.2193	36.2	49.4
PNFGHFNJ_05362	1	180	6	180	100	5.64444	37.3	60
PNFGHFNJ_05363	1	129	4	129	100	3.06977	36.4	60
PNFGHFNJ_05364	1	702	28	702	100	5.31624	37.2	57.1
PNFGHFNJ_05365	1	216	18	216	100	4.87963	37.7	54
PNFGHFNJ_05366	1	585	42	585	100	5.47692	36	48.7
PNFGHFNJ_05367	1	393	34	393	100	6.16794	38	52.2
PNFGHFNJ_05368	1	150	16	150	100	8.88	37	60
PNFGHFNJ_05369	1	162	21	162	100	8.75309	36.6	59
PNFGHFNJ_05370	1	336	29	336	100	7.58036	37.1	56.6
PNFGHFNJ_05371	1	252	10	252	100	4.14683	34.7	52
PNFGHFNJ_05372	1	579	58	579	100	3.66149	36.6	58.3
PNFGHFNJ_05373	1	114	14	114	100	33	38.1	60
PNFGHFNJ_05374	1	363	50	363	100	13.4545	37.8	56.6
PNFGHFNJ_05375	1	525	73	525	100	10.6057	36.8	53.5
PNFGHFNJ_05376	1	471	44	471	100	13.1741	35.9	57.1
PNFGHFNJ_05377	1	489	62	489	100	10.9571	36.9	57.2
PNFGHFNJ_05378	1	153	37	153	100	14.0588	36.2	45.2
PNFGHFNJ_05379	1	240	37	240	100	12.8792	36.1	56.2
PNFGHFNJ_05380	1	99	55	99	100	18.2222	35.7	39.6
PNFGHFNJ_05381	1	357	83	357	100	10.4146	36.4	46.7
PNFGHFNJ_05382	1	633	56	633	100	5.39179	34.7	50.1
PNFGHFNJ_05383	1	243	8	243	100	4.46914	38.3	60
PNFGHFNJ_05384	1	396	12	396	100	3.7601	37.2	55.5
PNFGHFNJ_05385	1	210	14	210	100	4.02857	37.3	50.4
PNFGHFNJ_05386	1	618	64	618	100	9.2589	36.7	50.1
PNFGHFNJ_05387	1	471	68	471	100	11.758	36.6	49.1
PNFGHFNJ_05388	1	318	31	318	100	8.04403	36.6	52.2
PNFGHFNJ_05389	1	339	43	339	100	9.89676	36.6	52.8
PNFGHFNJ_05390	1	138	18	138	100	8.74638	35.6	57.3
PNFGHFNJ_05391	1	585	54	585	100	7.72308	36.7	53.4
PNFGHFNJ_05392	1	384	18	384	100	7.15104	35.8	53.1
PNFGHFNJ_05393	1	405	30	405	100	4.1284	36.9	51.5
PNFGHFNJ_05394	1	759	50	759	100	5.85244	38.1	54.4
PNFGHFNJ_05395	1	711	154	711	100	7.58228	35.2	34.5
PNFGHFNJ_05396	1	603	78	603	100	10.524	37	52.5
PNFGHFNJ_05397	1	138	8	138	100	8.43478	37.3	60
PNFGHFNJ_05398	1	576	89	576	100	12.8889	36.9	54.5
PNFGHFNJ_05399	1	231	22	231	100	8.19913	35.7	57.3
PNFGHFNJ_05400	1	195	23	195	100	7.48205	37.2	54.8
PNFGHFNJ_05401	1	249	20	244	97.992	6.56225	35.9	60
PNFGHFNJ_05402	1	522	48	522	100	7.341	36.3	51.8
PNFGHFNJ_05403	1	174	20	174	100	8.96552	35.9	52.7
PNFGHFNJ_05404	1	729	46	729	100	6.06447	36.8	57.9
PNFGHFNJ_05405	1	303	22	303	100	5.19472	37.2	54.2
PNFGHFNJ_05406	1	417	18	417	100	3.81775	36.2	55.1
PNFGHFNJ_05407	1	492	60	492	100	13.2541	36.7	57.6
PNFGHFNJ_05408	1	774	80	774	100	9.74806	37.1	51.8
PNFGHFNJ_05409	1	606	57	606	100	9.83498	37.3	56
PNFGHFNJ_05410	1	765	54	765	100	6.66797	36.6	53.5
PNFGHFNJ_05411	1	576	34	576	100	6.07292	37.8	60
PNFGHFNJ_05412	1	288	36	281	97.5694	10.5208	37.1	54.2
PNFGHFNJ_05413	1	162	8	162	100	2.46914	34.2	58.2
PNFGHFNJ_05414	1	351	57	351	100	6.45299	37.3	49
PNFGHFNJ_05415	1	246	11	246	100	8.51626	36.6	50.7
PNFGHFNJ_05416	1	324	17	324	100	4.84568	36.3	60
PNFGHFNJ_05417	1	261	16	261	100	6.67433	38	60
PNFGHFNJ_05418	1	243	28	243	100	9.02881	37.9	60
PNFGHFNJ_05419	1	207	8	207	100	7.0628	37.7	60
PNFGHFNJ_05420	1	183	6	183	100	4.54645	37.9	60
PNFGHFNJ_05421	1	159	24	159	100	7.88679	37.1	48.3
PNFGHFNJ_05422	1	216	17	216	100	7.36574	36.1	56.7
PNFGHFNJ_05423	1	135	10	135	100	6.32593	37.6	56
PNFGHFNJ_05424	1	159	23	159	100	5.38365	36.6	47
PNFGHFNJ_05425	1	249	25	246	98.7952	5.78715	36.4	43
PNFGHFNJ_05426	1	147	4	147	100	3.86395	38	45
PNFGHFNJ_05427	1	681	45	680	99.8532	5.07195	36.3	50.9
PNFGHFNJ_05428	1	609	28	609	100	4.68309	37.2	56.4
PNFGHFNJ_05429	1	786	81	786	100	9.11705	36.8	56
PNFGHFNJ_05430	1	324	105	324	100	5.50309	36.3	58.5
PNFGHFNJ_05431	1	129	120	129	100	132.078	38	59.4
PNFGHFNJ_05432	1	789	193	789	100	30.6489	37.5	58.4
PNFGHFNJ_05433	1	126	16	126	100	6.71429	37.3	53.8
PNFGHFNJ_05434	1	402	28	402	100	6.70398	36.6	52.8
PNFGHFNJ_05435	1	324	32	324	100	9.95062	37	56.7
PNFGHFNJ_05436	1	165	24	165	100	10.0364	36.2	49.4
PNFGHFNJ_05437	1	306	23	306	100	6.86601	36.7	54.8
PNFGHFNJ_05438	1	678	48	678	100	5.65487	36.4	52.9
PNFGHFNJ_05439	1	507	50	507	100	7.72387	36.9	55.8
PNFGHFNJ_05440	1	171	10	171	100	5.35673	36.9	60
PNFGHFNJ_05441	1	417	22	417	100	3.46043	35.6	53.4
PNFGHFNJ_05442	1	219	24	219	100	6.7032	36.4	48.6
PNFGHFNJ_05443	1	189	38	189	100	17.4021	35.4	49.8
PNFGHFNJ_05444	1	264	34	264	100	11.4167	36.6	54.5
PNFGHFNJ_05445	1	534	44	534	100	7.56742	36.2	57
PNFGHFNJ_05446	1	219	56	219	100	12.0365	37.2	50.2
PNFGHFNJ_05447	1	432	40	432	100	8.06944	37.2	55.8
PNFGHFNJ_05448	1	399	24	399	100	6.28822	38.2	56.7
PNFGHFNJ_05449	1	285	20	285	100	6.73684	38.2	58
PNFGHFNJ_05450	1	330	17	330	100	4.94242	35.3	56.7
PNFGHFNJ_05451	1	258	16	258	100	5.23643	37.5	50.5
PNFGHFNJ_05452	1	282	95	282	100	26.6312	37	60
PNFGHFNJ_05453	1	303	40	303	100	20.4158	36.6	59
PNFGHFNJ_05454	1	120	20	120	100	9.2	36.7	52.4
PNFGHFNJ_05455	1	444	50	444	100	9.25225	36	51.4
PNFGHFNJ_05456	1	162	16	162	100	6.32099	36.9	57.5
PNFGHFNJ_05457	1	450	40	450	100	8.91778	36.7	55
PNFGHFNJ_05458	1	147	20	147	100	7.19728	36.2	60
PNFGHFNJ_05459	1	189	17	189	100	8.25397	36.5	42.6
PNFGHFNJ_05460	1	279	31	279	100	6.74552	37	51.4
PNFGHFNJ_05461	1	219	36	219	100	6.6758	37	51.3
PNFGHFNJ_05462	1	369	46	369	100	12.9864	36.8	56
PNFGHFNJ_05463	1	240	26	240	100	8.13333	36.5	60
PNFGHFNJ_05464	1	669	58	669	100	8.34679	36.2	54.2
PNFGHFNJ_05465	1	207	26	207	100	7.02899	38	59.2
PNFGHFNJ_05466	1	330	14	330	100	6.17273	38.1	54.3
PNFGHFNJ_05467	1	696	77	696	100	6.31897	37.3	46.6
PNFGHFNJ_05468	1	141	14	141	100	9.7305	37.1	57.1
PNFGHFNJ_05469	1	138	12	138	100	6.17391	38	60
PNFGHFNJ_05470	1	171	10	171	100	7.60234	37.2	60
PNFGHFNJ_05471	1	183	20	183	100	4.89617	36.2	60
PNFGHFNJ_05472	1	132	12	132	100	6.12879	36.9	59.7
PNFGHFNJ_05473	1	702	52	702	100	6.70228	37.2	56
PNFGHFNJ_05474	1	651	56	651	100	6.71582	36.8	56.8
PNFGHFNJ_05475	1	483	48	483	100	6.63768	37.1	57.5
PNFGHFNJ_05476	1	612	53	612	100	12.3007	38	60
PNFGHFNJ_05477	1	750	84	750	100	8.2	35.1	45.3
PNFGHFNJ_05478	1	423	28	423	100	7.04492	37.2	60
PNFGHFNJ_05479	1	108	13	108	100	6.33333	35.5	56.5
PNFGHFNJ_05480	1	183	24	183	100	9.81421	36.4	58.7
PNFGHFNJ_05481	1	555	68	555	100	9.92793	36.4	55.8
PNFGHFNJ_05482	1	216	29	216	100	13.0185	37.6	56.9
PNFGHFNJ_05483	1	294	17	294	100	7.38095	36.9	60
PNFGHFNJ_05484	1	171	12	171	100	7.35673	37	60
PNFGHFNJ_05485	1	210	38	210	100	14.9429	37.4	59.3
PNFGHFNJ_05486	1	390	42	375	96.1538	8.23333	36.7	45.5
PNFGHFNJ_05487	1	402	42	401	99.7512	10.9552	36.8	54.2
PNFGHFNJ_05488	1	234	27	234	100	7.61111	35.5	50.7
PNFGHFNJ_05489	1	240	25	240	100	5.02917	34.8	58.8
PNFGHFNJ_05490	1	486	69	486	100	9.52263	36	53.6
PNFGHFNJ_05491	1	240	28	240	100	9.675	36.9	50.9
PNFGHFNJ_05492	1	759	57	759	100	7.44928	36	50.1
PNFGHFNJ_05493	1	489	45	489	100	6.61963	36.1	50
PNFGHFNJ_05494	1	378	31	378	100	4.78836	37.3	48.6
PNFGHFNJ_05495	1	543	24	543	100	4.05709	37.2	60
PNFGHFNJ_05496	1	345	25	339	98.2609	7.98261	36.8	58.4
PNFGHFNJ_05497	1	447	31	447	100	6.48546	36.6	54.8
PNFGHFNJ_05498	1	273	18	273	100	4.75458	36.1	56.9
PNFGHFNJ_05499	1	261	38	261	100	9.14943	37.3	45.4
PNFGHFNJ_05500	1	624	50	624	100	6.65545	36.6	56.9
PNFGHFNJ_05501	1	90	20	90	100	8.87778	37.6	59
PNFGHFNJ_05502	1	93	22	93	100	15.7204	37.7	56.5
PNFGHFNJ_05503	1	273	22	273	100	10.8205	38.1	56.4
PNFGHFNJ_05504	1	708	76	708	100	10.2133	36.9	55.3
PNFGHFNJ_05505	1	267	20	267	100	8.72659	36.2	58.9
